開催回,開催日,第1数字,第2数字,第3数字,第4数字,第5数字,ボーナス数字,1等口数,1等賞金,2等口数,2等賞金,3等口数,3等賞金,4等口数,4等賞金
1267,2024-01-23,13,15,18,20,29,17,6,27226400,55,213300,1483,13700,44516,1100
1268,2024-01-30,9,11,14,22,29,31,31,5371900,102,117200,2799,7400,62690,800
1269,2024-02-06,5,10,16,20,21,14,17,9537400,71,164000,1782,11300,48487,1000
1270,2024-02-13,2,7,16,19,26,20,14,11400500,54,212300,2044,9700,52786,900
1271,2024-02-20,16,17,19,22,23,24,13,12742600,63,188900,1670,12300,48376,1100
1272,2024-02-27,3,7,14,21,30,13,32,5039800,85,136300,2530,7900,56312,900
1273,2024-03-05,7,18,20,22,23,5,13,12579000,77,152500,1696,12000,48005,1100
1274,2024-03-12,1,7,8,10,14,18,10,15989000,51,225200,1781,11100,50153,1000
1275,2024-03-19,6,11,12,13,14,5,6,27749900,57,209800,1690,12200,50378,1000
1276,2024-03-26,4,9,13,16,31,27,7,22342300,111,101200,1953,9900,49556,1000
1277,2024-04-02,2,13,18,22,28,30,16,10201300,57,205700,2112,9600,52891,1000
1278,2024-04-09,3,10,19,21,31,29,16,9891400,73,155700,2094,9400,52583,900
1279,2024-04-16,1,14,18,22,28,26,17,9647500,87,135400,2098,9700,52996,1000
1280,2024-04-23,7,9,14,17,20,13,11,14759600,65,179400,1751,11500,50278,1000
1281,2024-04-30,4,10,15,18,24,5,15,10582100,79,144300,1917,10300,50044,1000
1282,2024-05-07,2,22,23,30,31,29,14,11337700,75,152000,1901,10300,50983,1000
1283,2024-05-14,1,11,25,29,31,3,14,11168500,65,172800,2013,9600,51403,900
1284,2024-05-21,4,11,23,28,31,22,9,17401100,89,126400,2130,9100,53345,900
1285,2024-05-28,4,5,18,23,25,11,16,9649700,96,115500,1833,10400,50721,900
1286,2024-06-04,9,10,12,13,30,25,10,15853000,59,193000,1547,12700,46866,1100
1287,2024-06-11,10,12,23,26,30,22,13,12012200,71,158000,1718,11300,44776,1100
1288,2024-06-18,4,12,14,16,22,8,8,19482100,92,121700,1555,12400,47550,1000
1289,2024-06-25,17,18,21,27,30,3,10,16096400,68,170000,1517,13200,46566,1100
1290,2024-07-02,21,26,27,29,31,7,14,11602300,53,220100,1399,14400,38811,1300
1291,2024-07-09,1,2,8,11,29,19,17,9326100,104,109500,2146,9100,58272,800
1292,2024-07-16,6,11,21,23,25,27,9,16989200,54,203400,1694,11200,47825,1000
1293,2024-07-23,6,8,10,20,28,15,14,11080200,71,156900,1801,10700,47288,1000
1294,2024-07-30,8,21,22,27,29,1,10,15742100,48,235600,1819,10700,50252,1000
1295,2024-08-06,4,11,12,21,26,28,23,6714000,93,119200,2362,8100,55692,900
1296,2024-08-13,9,13,18,19,21,6,12,12228200,73,144400,1620,11200,46005,1000
1297,2024-08-20,1,12,17,21,28,31,5,31218800,59,190000,1687,11500,45198,1100
1298,2024-08-27,2,4,12,13,17,29,9,17357800,55,204000,1836,10500,51571,900
1299,2024-09-03,3,4,9,11,18,7,27,5971300,116,99800,2911,6800,70737,700
1300,2024-09-10,1,4,16,27,31,15,17,9436300,78,147700,1610,12400,47039,1100
1301,2024-09-17,13,15,25,26,27,17,9,17427300,51,220900,1510,12900,42174,1200
1302,2024-09-24,6,11,12,17,24,4,21,7571500,116,98400,2428,8100,60421,800
1303,2024-10-01,7,14,17,30,31,22,17,9460300,118,97900,1984,10000,52693,900
1304,2024-10-08,3,4,6,20,31,2,11,14104000,33,337700,1381,13900,42786,1100
1305,2024-10-15,7,12,14,29,30,4,17,9318200,91,125000,1973,9900,52224,900
1306,2024-10-22,5,7,27,28,29,16,16,9850600,83,136400,1806,10800,51258,1000
1307,2024-10-29,11,13,16,18,20,19,17,9124100,79,141000,1470,13100,42318,1100
1308,2024-11-05,3,8,12,16,22,29,22,7198800,125,91000,2335,8400,56299,900
1309,2024-11-12,6,12,25,27,29,22,5,31146600,53,211000,1850,10400,49424,1000
1310,2024-11-19,13,14,19,24,28,3,12,13000800,75,149400,1812,10700,49142,1000
1311,2024-11-26,3,11,27,28,31,26,17,9262100,66,171300,2163,9000,56360,900
1312,2024-12-03,10,12,13,21,31,23,14,11538300,89,130300,1884,10600,48525,1000
1313,2024-12-10,2,5,9,22,31,15,11,14439300,98,116400,1884,10400,52311,900
1314,2024-12-17,18,20,21,23,30,25,12,13519900,56,208100,1503,13400,44942,1100
1315,2024-12-24,6,15,22,29,30,13,5,33339700,77,155500,1879,11000,52042,1000
1316,2025-01-07,4,7,10,11,17,23,18,10244200,138,95900,3201,7100,71597,800
1317,2025-01-14,7,22,26,30,31,11,27,5887800,109,104700,1708,11500,46649,1100
1318,2025-01-21,5,7,15,24,29,12,16,9912400,107,106400,1874,10500,51563,1000
1319,2025-01-28,4,6,16,26,29,31,16,9926900,79,144400,1816,10800,49195,1000
1320,2025-02-04,2,3,7,25,28,4,20,8100700,76,153100,2264,8900,60443,800
1321,2025-02-11,1,5,6,24,25,11,8,19262900,96,115300,1880,10200,48808,1000
1322,2025-02-18,5,16,18,22,28,6,12,13612300,72,162900,1959,10300,50231,1000
1323,2025-02-25,4,9,18,24,25,15,15,10662700,77,149200,2163,9200,53795,900
1324,2025-03-04,5,6,14,20,27,1,10,16151000,67,173100,1842,10900,49450,1000
1325,2025-03-11,10,15,22,23,25,13,13,12476500,64,182000,1494,13500,46286,1100
1326,2025-03-18,4,9,15,19,26,3,17,9062300,88,125700,1944,9800,48637,1000
1327,2025-03-25,4,9,26,27,29,16,14,11145300,100,112000,1736,11100,49881,1000
1328,2025-04-01,1,12,15,27,31,18,11,14222600,54,208100,1720,11300,46806,1000
1329,2025-04-08,5,6,8,21,30,23,11,14312600,66,171300,1903,10300,52101,900
1330,2025-04-15,1,13,24,25,31,11,13,12140500,60,188900,1627,12000,45905,1100
1331,2025-04-22,9,11,13,27,28,16,21,7479000,91,123900,2367,8200,56200,900
1332,2025-04-29,12,16,17,20,25,28,10,15169000,63,172900,1389,13500,40962,1200
1333,2025-05-06,7,11,18,25,26,6,17,8873100,83,130500,2406,7800,56247,800
1334,2025-05-13,3,8,21,27,29,16,12,13049800,113,99500,2094,9300,54335,900
1335,2025-05-20,12,17,18,22,31,30,9,16859700,60,181600,1624,11600,45231,1000
1336,2025-05-27,3,20,21,24,25,26,8,19389800,40,278500,1678,11500,42228,1100
1337,2025-06-03,3,11,17,20,22,14,13,12051400,77,146100,1888,10300,50893,1000
1338,2025-06-10,13,18,21,28,31,11,19,8041800,83,132200,1971,9600,46523,1000
1339,2025-06-17,6,14,21,23,31,22,24,6537500,79,142600,1640,11900,46153,1100
1340,2025-06-24,8,19,22,24,27,25,8,19233600,56,197300,1960,9700,51905,900
1341,2025-07-01,5,12,16,24,28,31,51,3147900,92,125300,2789,7100,54974,900
1342,2025-07-08,1,9,13,19,23,11,14,11182500,68,165400,1773,10900,47482,1000
1343,2025-07-15,4,13,22,29,30,9,14,10913700,114,96200,1995,9500,51703,900
1344,2025-07-22,2,5,21,24,28,12,17,8751600,111,96200,1721,10700,51191,900
1345,2025-07-29,3,11,14,30,31,28,15,10253200,108,102300,2418,7900,59577,800
1346,2025-08-05,5,16,20,23,30,2,11,14086300,67,166100,1658,11600,44855,1100
1347,2025-08-12,4,16,18,27,31,24,9,16506100,92,116000,1879,9800,48750,900
1348,2025-08-19,4,16,20,26,28,29,6,25420500,47,233100,1548,12200,42242,1100
1349,2025-08-26,2,3,15,28,29,20,10,15486700,51,218100,1864,10300,50869,900
1350,2025-09-02,2,3,11,22,28,15,24,6694900,115,100300,2648,7500,63949,800
1351,2025-09-09,4,9,10,19,29,6,20,7955500,98,116600,2407,8200,55326,900
1352,2025-09-16,5,8,10,11,29,27,24,6375200,87,126300,2398,7900,58351,800
1353,2025-09-23,6,11,13,14,18,5,15,9947500,67,159900,1512,12200,45382,1000
1354,2025-09-30,11,13,15,16,26,2,14,11067500,56,198700,1449,13300,42528,1100
1355,2025-10-07,3,6,10,23,27,15,19,8427800,119,96600,2049,9700,55242,900
1356,2025-10-14,6,7,20,22,24,5,10,14858700,54,197600,1386,13300,41624,1100
1357,2025-10-21,7,9,21,25,28,15,16,9659900,82,135400,2237,8600,54912,900
1358,2025-10-28,1,6,22,27,29,28,15,10226000,48,229500,1613,11800,48176,1000
1359,2025-11-04,1,3,15,16,20,13,9,17120200,42,263500,1404,13600,40512,1200
1360,2025-11-11,4,18,20,24,29,31,7,22132200,57,195200,1731,11100,45891,1000
1361,2025-11-18,20,25,26,27,30,13,8,19064800,39,280900,1242,15200,35706,1300
1362,2025-11-25,6,12,13,17,26,18,8,18773800,78,138300,1790,10400,47791,1000
1363,2025-12-02,6,12,16,19,31,25,4,39686100,84,135700,1616,12200,46746,1100
1364,2025-12-09,1,3,10,27,31,19,13,12201000,74,153900,1875,10500,50409,1000
1365,2025-12-16,3,10,20,25,27,24,15,10767900,81,143200,1992,10000,53057,900
1366,2025-12-23,3,19,20,21,28,13,11,15390400,81,150100,1911,11000,51125,1000
1367,2025-12-30,17,21,27,28,29,2,11,15369600,74,164100,1721,12200,52498,1000
1368,2026-01-06,7,8,20,25,26,24,37,4065300,70,154300,1732,10800,44835,1000
1369,2026-01-13,1,2,3,5,11,26,13,12487700,59,197600,3372,5900,61517,800
1370,2026-01-20,1,5,12,24,31,21,22,7312400,82,140900,2300,8700,54254,900
1371,2026-01-27,3,10,12,20,31,11,23,6854400,88,128700,2550,7600,55996,900
1372,2026-02-03,4,14,21,24,31,5,28,5752900,60,192800,1909,10500,49195,1000
1373,2026-02-10,7,8,21,28,29,26,37,4214100,42,266700,1840,10500,49722,1000
